hotel_id,city_id,name,rating,description,address,url,city,latitude,longitude
11,5,Le Majolique Nice and Cozy Apartment,9.4,"Modern Comforts: Le Majolique Nice and Cozy Apartment in Rouen offers a recently renovated apartment with a garden and terrace. Free WiFi is available throughout the property.

Convenient Facilities: Guests can enjoy free on-site private parking, a balcony, washing machine, and a fully equipped kitchen with a coffee machine and dishwasher. Additional amenities include a walk-in shower, parquet floors, and a TV.

Prime Location: Located 12 minutes from Voltaire Station and 0.7 mi from Noter-Dame Cathedral, the apartment is near attractions such as the Musee des Beaux-Arts de Rouen (1.1 mi) and Rouen Expo (3.1 mi). Beauvais–Tillé Airport is 53 mi away.

Local Activities: The surrounding area features an ice-skating rink and boating opportunities, providing ample leisure options for guests.",,https://www.booking.com/hotel/fr/le-majolique-nice-and-cozy-apartment.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.4313713,1.0889775
12,5,Ibis Rouen Centre Rive Gauche Mermoz,7.7,"Located in Rouen, 1.5 mi from Rouen Kindarena Sports Hall, Ibis Rouen Center Mermoz Rive Gauche features accommodations with a restaurant, private parking, a bar and a shared lounge. This 3-star hotel offers a 24-hour front desk, luggage storage space and free WiFi.

The rooms are fitted with air conditioning, a flat-screen TV with satellite channels, a shower, a hairdryer and a desk. At the hotel rooms have a wardrobe and a private bathroom.

Guests at Ibis Rouen Center Mermoz Rive Gauche can enjoy a continental or a buffet breakfast.

The accommodations offers a terrace.

Noter-Dame Cathedral of Rouen is 1.7 mi from Ibis Rouen Center Mermoz Rive Gauche. The nearest airport is Deauville - Normandie Airport, 53 mi from the hotel.",,https://www.booking.com/hotel/fr/campanile-rouen-mermoz.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.4344334121881,1.07183610554887
13,5,Le petit Rouen,9.5,"Comfortable Living: Le petit Rouen in Rouen offers a one-bedroom apartment with a living room and a fully equipped kitchen. The property includes a washing machine and TV for added convenience.

Essential Facilities: Guests enjoy free WiFi, ensuring connectivity during their stay. The apartment also features a bathroom with modern amenities.

Prime Location: Located about 53 miles from Beauvais–Tillé Airport, the apartment is a short walk from Notre-Dame Cathedral (13 minutes) and Rouen Rive Droite Station (less than 0.6 miles). Nearby attractions include the Rouen Museum of Fine Arts (a nine-minute walk) and an ice-skating rink.",,https://www.booking.com/hotel/fr/le-petit-rouen-rouen.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.4473937,1.0847565
14,5,Novotel Rouen Centre Cathédrale,8.5,"Comfortable Accommodations: Rooms feature air conditioning, private bathrooms, and modern amenities such as free WiFi, flat-screen TVs, and soundproofing. Additional comforts include bathrobes, minibars, and river views.

Dining Experience: The family-friendly restaurant serves Italian cuisine with vegetarian options. Guests can enjoy lunch, dinner, and high tea in a welcoming atmosphere. A buffet breakfast includes local specialties, warm dishes, fresh pastries, and more.

Leisure Facilities: The hotel offers a fitness center, indoor swimming pool, and a bar. Additional amenities include a coffee shop, family rooms, and free WiFi in public areas.

Prime Location: Located in downtown Rouen, the hotel is a five-minute walk from Notre-Dame Cathedral and near attractions such as the Museum of Fine Arts of Rouen. Beauvais–Tillé Airport is about 52 miles away. Surrounding activities include ice skating and boating.",,https://www.booking.com/hotel/fr/novotel-rouen-centre-cathedrale.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from_sustainable_property_sr=1&from=searchresults,Rouen,49.4388505,1.0899553
15,5,Joli appart cosy tout confort avec parking gratuit,9.4,"Comfortable Living Space: Joli appart cozy tout confort avec parking gratuit in Rouen offers a one-bedroom apartment with a sun terrace and free WiFi. The property includes a kitchenette, dining area, and parquet floors.

Modern Amenities: Guests can enjoy a terrace, outdoor seating area, and free on-site private parking. The apartment features a work desk, TV, and a quiet street view.

Prime Location: Located 14 minutes from Gare de Rouen Rive Droite and 0.9 mi from Noter-Dame Cathedral of Rouen. Nearby attractions include Musee des Beaux-Arts de Rouen and Rouen Kindarena Sports Hall. Beauvais–Tillé Airport is 52 mi away.

Local Activities: The surrounding area offers an ice-skating rink and boating opportunities.",,https://www.booking.com/hotel/fr/joli-appart-cosy-tout-confort-avec-parking-gratuit.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.4508483235437,1.10450794267512
16,5,Rouen Hyper Centre Cathédrale Hotel de ville,8.4,"Prime Location: Rouen Hyper Centre Cathédrale Hotel de ville in Rouen offers a city center location with a view of Notre-Dame Cathedral, just a six-minute walk away. Rouen Rive Droite Station is about 0.7 miles nearby, while the Rouen Museum of Fine Arts is a seven-minute walk.

Comfortable Facilities: Guests enjoy free WiFi in public areas, a shared kitchen, and a dining area. The property includes a kitchenette, washing machine, and a work desk. Additional amenities include a refrigerator, electric kettle, and hardwood floors.

Nearby Attractions: The hotel is close to Voltaire Station (about 2 miles), Rouen Kindarena Sports Hall (about 2.4 miles), and an ice-skating rink. Boating is available in the surrounding area. Beauvais–Tillé Airport is about 51 miles away.

Guest Favorites: Guests appreciate the location with a view, the friendly host, and the well-equipped kitchen.",,https://www.booking.com/hotel/fr/rouen-hyper-centre-cathedrale-de-ville.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.441853,1.0983651
17,5,Mercure Rouen Centre Cathédrale,8.5,"This Mercure is located in central Rouen, 525 feet from Noter Dame Cathedral and 1.9 mi from Kindarena Stadium. It offers air-conditioned guest rooms, each with a private bathroom, satellite TV and free WiFi access.

The Mercure Rouen Center Cathédrale serves a full breakfast, which can be enjoyed in the comfort of your room and an express breakfast option. Guests can also enjoy a drink in the hotel bar.

The Place du Vieux Marché (the old market) and the Gros Horloge are within easy walking distance of the Mercure Rouen Center. Rouen Train Station is located just 0.6 mi away and underground, private parking is available on site.",,https://www.booking.com/hotel/fr/mercure-rouen-centre.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from_sustainable_property_sr=1&from=searchresults,Rouen,49.44117284656542,1.0951754450798035
18,5,KYRIAD ROUEN SUD - Sotteville les Rouen,8.0,"Comfortable Accommodations: KYRIAD ROUEN SUD - Sotteville les Rouen in Rouen offers family rooms with air conditioning, private bathrooms, and free WiFi. Each room includes a walk-in shower, TV, and wardrobe.

Convenient Facilities: Guests benefit from private check-in and check-out, an elevator, 24-hour front desk, daily housekeeping, and free on-site parking. Additional services include bicycle parking, express check-in and check-out, and luggage storage.

Delicious Breakfast: A continental buffet breakfast is served with juice, fresh pastries, cheese, and fruits. Guests appreciate the cleanliness and comfort of the rooms.

Prime Location: Located about 52 miles from Beauvais–Tillé Airport, the hotel is near attractions such as Notre-Dame Cathedral (about 2.6 miles) and Rouen Expo (about 3.7 miles). The surroundings offer ice skating and boating.",,https://www.booking.com/hotel/fr/kyriad-rouen-sud.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.421793,1.106844
19,5,Le Petit Horloge,9.3,"Central Location: Le Petit Horloge in Rouen offers a central setting with Noter-Dame Cathedral just a few steps away. Gare de Rouen Rive Droite is a 13-minute walk, while Musee des Beaux-Arts de Rouen lies 1640 feet nearby.

Comfortable Amenities: Guests enjoy a sun terrace and free WiFi. The apartment features two bedrooms, a living room, and a balcony with city views. Additional amenities include a washing machine, kitchen, and private check-in and check-out services.

Local Attractions: Nearby attractions include Voltaire Station at 1.9 mi and an ice-skating rink within 5 mi. Beauvais–Tillé Airport is 52 mi from the property.

Guest Satisfaction: Highly rated by guests for its central location, convenient services, and friendly host.",,https://www.booking.com/hotel/fr/le-petit-horloge-rouen.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.4413794,1.0929714
20,5,Bienvenue à LOlive votre écrin vert nature au cœur de Rouen,,"Modern Comforts: Bienvenue à LOlive offers a comfortable apartment in Rouen city center. Guests enjoy free WiFi, a washing machine, and a fully equipped kitchen with a coffee machine, microwave, and oven. The apartment includes a dining area with a table and chairs, a refrigerator, and a TV.

Convenient Location: Located 4 minutes from Noter-Dame Cathedral and less than 0.6 mi from the Musée des Beaux-Arts, the apartment provides easy access to key attractions. Gare de Rouen Rive Droite is 0.9 mi away, while Deauville - Normandie Airport is 52 mi from the property.

Exceptional Services: The apartment features a concierge service, ensuring guests receive assistance with their needs. Free toiletries, a hairdryer, and a shower enhance the stay.",,https://www.booking.com/hotel/fr/bienvenue-a-lolive-votre-ecrin-vert-nature-au-coeur-de-rouen.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.4401324,1.0979845
21,6,Hotel Trianon Rive Gauche,8.3,"The hotel offers tastefully decorated rooms, right next to the Jardin du Luxembourg and 0.9 mi from Noter-Dame Cathedral.

All of the rooms at Trianon Rive Gauche have flat-screen TV with satellite channels and free WiFi access. They also have a private bathrooms with a shower or bath, or both a shower and a bath.

The hotel is 1476 feet from Odeon Metro Station, which provides access to the Clignancourt flea market. Luxembourg RER Station is 1476 feet away, providing access to Charles de Gaulle Airport.",,https://www.booking.com/hotel/fr/trianon-rive-gauche.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from_sustainable_property_sr=1&from=searchresults,Paris,48.848853262394854,2.3409099876880646
22,6,Le Penthouse Bourdonnais L,,"Prime City Center Location: Le Penthouse Bourdonnais L is located in Paris city center, offering easy access to key attractions. The Eiffel Tower is a 9-minute walk away, while the Rodin Museum lies 0.8 mi nearby.

Comfortable Living Spaces: The apartment features one bedroom, one bathroom, and a spacious living room. Guests can enjoy a fully equipped kitchen with modern appliances, a washing machine, and a dining area.

Convenient Facilities: Free WiFi is available throughout the property. Additional amenities include a elevator, full-day security, and a view of a landmark. Reception staff speak English and French.

Nearby Attractions: Other points of interest include the Louver Museum (2.4 mi), Arc de Triomphe (1.7 mi), and Orly Airport (9.9 mi). Boating opportunities are available in the surrounding area.",,https://www.booking.com/hotel/fr/le-penthouse-bourdonnais-l.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.8566373,2.3021448
23,6,Charmant studio au cœur du 12ᵉ arrondissement,,"Comfortable Living Space: Charmant studio au cœur du 12ème arrondissement in Paris offers a ground-floor apartment with one bedroom and one bathroom. The property includes a fully equipped kitchen with a coffee machine, refrigerator, electric kettle, and wardrobe.

Essential Amenities: Guests enjoy free WiFi, a shower, and a TV. The ground-floor unit provides easy access and a pleasant environment.

Prime Location: Located 12 minutes from Opéra Bastille and 0.6 mi from Paris-Gare-de-Lyon, the apartment is close to Noter Dame Cathedral (2.2 mi) and Sainte-Chapelle (2.4 mi). Paris Orly Airport is 9.3 mi away.",,https://www.booking.com/hotel/fr/charmant-studio-au-coeur-du-12-arrondissement.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.849326,2.380268
24,6,Sunny Bastille-Roquette Paris,8.3,"Modern Comforts: Sunny Bastille-Roquette Paris offers a comfortable apartment in Paris. Guests enjoy free WiFi, a elevator, and parking facilities. The property is adults-only, ensuring a peaceful stay.

Convenient Facilities: The apartment features a washing machine, fully equipped kitchen, and a private bathroom. Additional amenities include a washing machine and a fully equipped kitchen.

Prime Location: Located 12 mi from Paris Orly Airport, the property is a short walk from Opéra Bastille (14 minutes) and Paris-Gare-de-Lyon (1.2 mi). Nearby attractions include Pompidou Center (1.9 mi) and Noter Dame Cathedral (2.4 mi).

Local Activities: Guests can enjoy an ice-skating rink and boating in the surrounding area.",,https://www.booking.com/hotel/fr/sunny-bastille-roquette-paris.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.8583812,2.3825183
25,6,PARIS RIVOLI NOTRE DAME Chambre d'Hôtes Studio Private,8.9,"Prime City Centre Location: PARIS RIVOLI NOTRE DAME Chambre d'Hôtes Studio Private in Paris offers a convenient location with Notre Dame Cathedral a 12-minute walk away, the Louvre Museum an 18-minute stroll, and Sainte-Chapelle about 0.6 miles nearby.

Comfortable Accommodations: The adults-only bed and breakfast features air conditioning, a kitchenette, a balcony with city views, and a private bathroom. Guests enjoy free WiFi, streaming services, and a washing machine.

Convenient Facilities: The property provides an elevator, electric vehicle charging station, full-day security, and bike rentals. Additional amenities include a dining area, work desk, and access to the executive lounge.

Nearby Attractions: Other attractions include Luxembourg Gardens about 1.2 miles away, Pompidou Centre a 9-minute walk, and Paris-Orly Airport about 10.5 miles from the property.",,https://www.booking.com/hotel/fr/paris-rivoli-notre-dame.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.85588,2.356515
26,6,Ibis Styles Paris Batignolles,8.4,"This hotel is just a 1-minute walk from Brochant Metro Station and 2789 feet from the lively Place de Clichy. It offers a breakfast room with an arched ceiling and a 24-hour reception.

A TV is a standard facility in the rooms at  Ibis Styles Paris Batignolles Each is decorated in yellow and orange tones and also has a private bathroom with a hairdryer.

The underground breakfast room offers a buffet every morning. Additional facilities include Wi-Fi access in the reception.

Private parking is available nearby and the hotel also has a car rental service. Sights such as Avenue Champs Elysées and Hôtel des Invalides can be accessed directly using public transport.",,https://www.booking.com/hotel/fr/mirific.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.88985257129384,2.321208715384273
27,6,Hilton Paris Opera,7.5,"Hilton Paris Opera is a luxurious hotel located in the heart of Paris, just 2625 feet from the Opéra Garnier. You you can enjoy cocktails in Le Grand Salon bar or the lip-smacking “street food” style cuisine, by Chef Mathieu Afonso at the Quai 108 restaurant.

Designed in a classic Parisian style, the air-conditioned rooms have a mini-bar, USB port and a flat-screen TV. Free WiFi is provided in all rooms, and some rooms also include bathrobes and slippers. The private bathroom has heated flooring.

Breakfast is served daily at the property. Guests can also access the Executive Lounge, which offers complimentary refreshments, newspapers and WiFi for an additional cost.

Hilton Paris Opera features a fitness center, a 24-hour front desk and meeting rooms.

Saint Lazare Train and Metro Station is only 262 feet from this hotel, while the famous department stores Printemps and Galeries Lafayette are a 5-minute walk away.",,https://www.booking.com/hotel/fr/hilton-paris-opera.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from_sustainable_property_sr=1&from=searchresults,Paris,48.875565910073085,2.3255234956741333
28,6,Studio cosy Disney - Paris parking privé,,"Comfortable Living Space: Studio cozy Disney - Paris parking privé in Paris offers a one-bedroom apartment with a balcony. The property includes a washing machine, fully equipped kitchen, and TV.

Essential Amenities: Guests enjoy free WiFi and free on-site private parking. The apartment provides a comfortable and convenient stay.

Prime Location: Located 1.1 mi from Roland Garros Stadium, the apartment is close to Palais des Congrès de Paris (1.9 mi), Eiffel Tower (1.9 mi), and Paris Expo - Porte de Versailles (2.5 mi). Paris Orly Airport is 11 mi away.",,https://www.booking.com/hotel/fr/studio-cosy-disney-paris-parking-prive.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.8566527,2.2638353
29,6,"JOIVY Premium flats in the heart of the 9th arr, near Moulin Rouge",9.0,"Comfortable Accommodations: JOIVY Premium flats in the heart of Paris offer a comfortable apartment with a garden and free WiFi. Guests enjoy a fitness room, elevator, shared kitchen, and outdoor seating area.

Modern Amenities: The apartment features a kitchenette, private bathroom, kitchen, hairdryer, outdoor furniture, and an outdoor dining area. Additional amenities include a sofa bed, sofa, and free toiletries.

Prime Location: Located 3 minutes from Pigalle Metro Station and near attractions such as La Cigale Concert Hall (1312 feet) and Sacré-Coeur (less than 0.6 mi). Paris Orly Airport is 12 mi away.

Local Activities: Guests can enjoy nearby ice-skating and boating. The surrounding area offers various activities for a memorable stay.",,https://www.booking.com/hotel/fr/altido-pleasant-1-bed-flat-with-shared-courtyard.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.881602932819,2.335512841734
30,6,Cozy studio in the heart of Paris,,"Comfortable Living Space: The Cozy studio in the heart of Paris offers a comfortable apartment with a private bathroom, kitchen, and TV. Guests enjoy free WiFi throughout the property.

Modern Amenities: The apartment includes a hairdryer, coffee machine, refrigerator, microwave, kitchenware, and a TV. These facilities ensure a pleasant and convenient stay.

Convenient Location: Located in Paris, the property is 11 mi from Paris - Orly Airport. Nearby attractions include an ice-skating rink and boating opportunities. Reception staff speak English and French.",,https://www.booking.com/hotel/fr/cozy-studio-in-the-heart-of-paris-paris8.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.874097,2.341842
31,6,Le Charme Alsacien,9.2,"Spacious Accommodations: Le Charme Alsacien in Paris offers a spacious apartment with two bedrooms and a bathroom. The property features a balcony with city views, a fully equipped kitchen, and a comfortable living area.

Modern Amenities: Guests enjoy free WiFi, air-conditioning, and a lounge. Additional facilities include a shared kitchen, daily housekeeping, family rooms, and a paid shuttle service.

Prime Location: Located 18 minutes from the Rodin Museum and 1.6 mi from the d'Orsay Museum and Eiffel Tower, the apartment is 9.3 mi from Paris Orly Airport. Nearby attractions include Luxembourg Gardens and the Louver Museum.

Local Activities: An ice-skating rink is located in the surrounding area, providing leisure options for visitors.",,https://www.booking.com/hotel/fr/le-charme-alsacien.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.8449583185492,2.31019600395421
